Order_ID,Product,Category,Region,Sales,Quantity,Order_Date
4402,Laptop,Accessories,North,74420,4,2023-12-17 00:00:00
4403,Headphones,Electronics,North,37291,5,2023-06-25 00:00:00
4404,Tablet,Accessories,West,24632,4,2023-06-28 00:00:00
4405,Phone,Accessories,East,15956,1,2023-04-24 00:00:00
4406,Phone,Accessories,North,77084,3,2023-11-11 00:00:00
4407,Printer,Accessories,West,32233,3,2023-08-17 00:00:00
4408,Tablet,Accessories,East,76667,3,2023-10-30 00:00:00
4409,Tablet,Electronics,North,32165,4,2023-08-09 00:00:00
4410,Headphones,Electronics,North,22537,3,2023-06-25 00:00:00
4411,Phone,Accessories,East,54654,1,2023-05-23 00:00:00
4412,Laptop,Accessories,East,14634,1,2023-09-26 00:00:00
4413,Headphones,Accessories,North,12512,2,2023-09-03 00:00:00
4414,Printer,Accessories,East,32492,5,2023-02-12 00:00:00
4415,Phone,Electronics,North,14153,5,2023-07-21 00:00:00
4416,Phone,Accessories,South,73296,1,2023-09-29 00:00:00
4417,Keyboard,Accessories,West,72912,2,2023-07-19 00:00:00
4418,Monitor,Accessories,South,11203,1,2023-07-08 00:00:00
4419,Laptop,Electronics,North,69469,1,2023-09-17 00:00:00
4420,Mouse,Electronics,South,39513,5,2023-03-07 00:00:00
4421,Printer,Electronics,East,75709,2,2023-05-04 00:00:00
4422,Headphones,Accessories,East,1746,3,2023-09-25 00:00:00
4423,Headphones,Accessories,North,9434,5,2023-11-25 00:00:00
4424,Keyboard,Accessories,East,36889,1,2023-10-20 00:00:00
4425,Headphones,Accessories,South,37273,2,2023-12-25 00:00:00
4426,Laptop,Electronics,East,56910,1,2023-09-06 00:00:00
4427,Headphones,Accessories,East,49697,3,2023-08-06 00:00:00
4428,Headphones,Electronics,West,8588,3,2023-05-10 00:00:00
4429,Monitor,Accessories,West,1487,1,2023-02-04 00:00:00
4430,Keyboard,Accessories,West,29792,4,2023-01-30 00:00:00
4431,Mouse,Accessories,North,7860,2,2023-06-30 00:00:00
4432,Monitor,Electronics,South,21601,3,2023-07-25 00:00:00
4433,Mouse,Accessories,West,73388,2,2023-08-20 00:00:00
4434,Printer,Electronics,East,45293,4,2023-04-20 00:00:00
4435,Keyboard,Accessories,East,5822,4,2023-05-21 00:00:00
4436,Mouse,Accessories,North,29575,1,2023-07-03 00:00:00
4437,Printer,Electronics,South,28361,5,2023-06-11 00:00:00
4438,Printer,Accessories,East,56659,5,2023-12-07 00:00:00
4439,Mouse,Electronics,South,72944,2,2023-01-16 00:00:00
4440,Printer,Electronics,South,60222,4,2023-10-20 00:00:00
4441,Keyboard,Electronics,East,66152,3,2023-08-11 00:00:00
4442,Laptop,Accessories,North,40242,5,2023-04-17 00:00:00
4443,Printer,Electronics,East,16882,3,2024-01-01 00:00:00
4444,Headphones,Accessories,South,56763,5,2023-06-18 00:00:00
4445,Headphones,Electronics,North,39426,3,2023-02-10 00:00:00
4446,Keyboard,Electronics,East,7877,4,2023-08-16 00:00:00
4447,Tablet,Electronics,East,54569,2,2023-01-27 00:00:00
4448,Headphones,Electronics,East,78715,3,2023-11-06 00:00:00
4449,Laptop,Electronics,North,28565,2,2023-10-17 00:00:00
4450,Printer,Electronics,North,40010,2,2023-10-27 00:00:00
4451,Phone,Electronics,West,46214,5,2023-05-13 00:00:00
4452,Headphones,Accessories,East,56130,2,2023-09-07 00:00:00
4453,Keyboard,Accessories,South,68126,3,2023-03-04 00:00:00
4454,Phone,Accessories,West,27661,1,2023-08-02 00:00:00
4455,Phone,Accessories,South,18362,1,2023-09-21 00:00:00
4456,Monitor,Electronics,East,50462,2,2023-10-21 00:00:00
4457,Mouse,Electronics,East,63529,3,2023-09-14 00:00:00
4458,Keyboard,Accessories,North,19295,3,2023-07-27 00:00:00
4459,Laptop,Accessories,South,12008,2,2023-08-11 00:00:00
4460,Headphones,Accessories,South,55902,1,2023-09-16 00:00:00
4461,Mouse,Accessories,South,36485,5,2023-07-30 00:00:00
4462,Laptop,Accessories,South,20409,5,2023-03-06 00:00:00
4463,Monitor,Accessories,North,31180,3,2023-09-25 00:00:00
4464,Tablet,Electronics,East,50187,2,2023-01-28 00:00:00
4465,Mouse,Accessories,North,8630,1,2023-03-06 00:00:00
4466,Tablet,Accessories,South,73704,5,2023-04-06 00:00:00
4467,Monitor,Accessories,South,53395,5,2023-08-22 00:00:00
4468,Phone,Accessories,North,44784,4,2023-10-20 00:00:00
4469,Headphones,Electronics,South,54191,2,2023-11-18 00:00:00
4470,Printer,Accessories,East,12714,4,2023-10-25 00:00:00
4471,Keyboard,Accessories,West,13114,5,2023-08-28 00:00:00
4472,Printer,Electronics,South,21245,4,2023-02-10 00:00:00
4473,Keyboard,Accessories,East,29044,1,2023-10-29 00:00:00
4474,Laptop,Electronics,North,47113,5,2023-03-07 00:00:00
4475,Phone,Electronics,North,73854,2,2023-10-25 00:00:00
4476,Mouse,Electronics,East,8446,1,2023-01-21 00:00:00
4477,Headphones,Electronics,West,61011,3,2023-08-03 00:00:00
4478,Keyboard,Electronics,West,35734,3,2023-12-31 00:00:00
4479,Printer,Electronics,West,50831,3,2023-04-28 00:00:00
4480,Headphones,Accessories,West,15661,4,2023-10-28 00:00:00
4481,Keyboard,Electronics,West,50384,3,2023-03-02 00:00:00
4482,Phone,Electronics,East,43321,5,2023-09-27 00:00:00
4483,Keyboard,Accessories,West,10034,3,2023-02-18 00:00:00
4484,Laptop,Electronics,South,8781,2,2023-01-13 00:00:00
4485,Keyboard,Accessories,South,7272,1,2023-07-28 00:00:00
4486,Monitor,Accessories,East,55460,4,2023-04-08 00:00:00
4487,Headphones,Electronics,South,64576,5,2023-04-02 00:00:00
4488,Mouse,Electronics,West,44326,4,2023-09-28 00:00:00
4489,Tablet,Accessories,North,73378,4,2023-10-01 00:00:00
4490,Headphones,Electronics,North,23936,3,2023-10-22 00:00:00
4491,Monitor,Electronics,South,14202,4,2023-11-08 00:00:00
4492,Laptop,Electronics,South,24345,3,2023-04-01 00:00:00
4493,Laptop,Electronics,East,65221,1,2023-01-16 00:00:00
4494,Mouse,Accessories,North,26917,4,2023-07-30 00:00:00
4495,Headphones,Electronics,East,55640,5,2023-04-25 00:00:00
4496,Phone,Accessories,South,26405,3,2023-08-09 00:00:00
4497,Monitor,Electronics,East,31222,2,2023-01-22 00:00:00
4498,Headphones,Accessories,West,40112,3,2023-04-30 00:00:00
4499,Keyboard,Accessories,North,58915,1,2023-10-30 00:00:00
4500,Printer,Electronics,South,1433,1,2023-11-10 00:00:00
4501,Mouse,Electronics,East,68298,3,2023-01-24 00:00:00
4502,Printer,Accessories,East,17961,2,2023-05-26 00:00:00
4503,Keyboard,Electronics,South,2996,4,2023-02-21 00:00:00
4504,Headphones,Accessories,East,57073,5,2023-05-12 00:00:00
4505,Tablet,Electronics,South,15779,2,2023-08-26 00:00:00
4506,Keyboard,Accessories,North,27363,5,2023-12-19 00:00:00
4507,Monitor,Electronics,North,67720,4,2023-02-16 00:00:00
4508,Phone,Electronics,East,16138,2,2023-09-06 00:00:00
4509,Monitor,Accessories,South,74152,1,2023-11-06 00:00:00
4510,Phone,Accessories,North,60425,5,2023-12-03 00:00:00
4511,Phone,Accessories,North,8952,1,2023-05-19 00:00:00
4512,Headphones,Electronics,North,72269,4,2023-12-21 00:00:00
4513,Headphones,Electronics,West,5973,3,2023-11-11 00:00:00
4514,Mouse,Electronics,West,77276,3,2023-08-16 00:00:00
4515,Headphones,Accessories,North,22319,1,2023-05-07 00:00:00
4516,Monitor,Accessories,East,5939,1,2023-02-23 00:00:00
4517,Laptop,Electronics,North,22826,3,2023-09-27 00:00:00
4518,Monitor,Electronics,East,51459,4,2023-05-08 00:00:00
4519,Monitor,Electronics,South,29644,5,2023-11-27 00:00:00
4520,Printer,Electronics,South,75274,2,2023-12-19 00:00:00
4521,Headphones,Electronics,North,7576,3,2023-11-27 00:00:00
4522,Monitor,Electronics,East,28026,3,2023-11-25 00:00:00
4523,Printer,Accessories,North,76783,4,2023-01-30 00:00:00
4524,Monitor,Electronics,South,47311,2,2023-05-04 00:00:00
4525,Printer,Accessories,West,73917,4,2023-10-11 00:00:00
4526,Keyboard,Electronics,South,65086,1,2023-01-13 00:00:00
4527,Phone,Accessories,West,26932,4,2023-05-19 00:00:00
4528,Laptop,Electronics,West,6352,1,2023-09-30 00:00:00
4529,Tablet,Accessories,West,14487,4,2023-05-11 00:00:00
4530,Mouse,Electronics,East,74774,3,2023-09-19 00:00:00
4531,Tablet,Electronics,North,31101,5,2023-08-16 00:00:00
4532,Printer,Electronics,North,66192,2,2023-11-20 00:00:00
4533,Tablet,Electronics,South,35941,5,2023-08-05 00:00:00
4534,Keyboard,Accessories,South,65644,5,2023-01-03 00:00:00
4535,Mouse,Electronics,East,11006,1,2023-04-16 00:00:00
4536,Mouse,Accessories,North,55699,3,2023-08-19 00:00:00
4537,Tablet,Accessories,South,79111,2,2023-03-02 00:00:00
4538,Mouse,Accessories,West,17721,4,2023-09-24 00:00:00
4539,Tablet,Electronics,North,32954,1,2023-04-23 00:00:00
4540,Tablet,Electronics,North,18231,2,2023-08-06 00:00:00
4541,Phone,Electronics,West,62401,2,2023-07-01 00:00:00
4542,Phone,Accessories,East,21791,5,2023-02-07 00:00:00
4543,Printer,Electronics,North,70683,4,2023-08-10 00:00:00
4544,Printer,Electronics,South,40154,1,2023-02-01 00:00:00
4545,Tablet,Electronics,East,38010,3,2023-12-12 00:00:00
4546,Laptop,Accessories,East,63063,3,2023-11-05 00:00:00
4547,Monitor,Accessories,North,62967,5,2023-03-01 00:00:00
4548,Monitor,Accessories,North,67324,5,2023-04-02 00:00:00
4549,Mouse,Accessories,South,24885,1,2023-04-11 00:00:00
4550,Headphones,Accessories,East,49560,4,2023-05-15 00:00:00
4551,Phone,Electronics,South,23057,3,2023-01-22 00:00:00
4552,Monitor,Electronics,North,1943,4,2023-10-28 00:00:00
4553,Keyboard,Electronics,East,7311,1,2023-06-27 00:00:00
4554,Phone,Accessories,West,23140,5,2023-08-11 00:00:00
4555,Printer,Electronics,North,43524,4,2023-03-31 00:00:00
4556,Laptop,Accessories,North,10251,4,2023-09-23 00:00:00
4557,Laptop,Electronics,West,38948,5,2023-04-26 00:00:00
4558,Printer,Accessories,North,76048,4,2023-02-05 00:00:00
4559,Mouse,Electronics,West,68168,2,2023-11-11 00:00:00
4560,Printer,Accessories,North,45742,5,2023-10-07 00:00:00
4561,Tablet,Electronics,East,56157,2,2023-09-14 00:00:00
4562,Phone,Accessories,South,74233,2,2023-10-05 00:00:00
4563,Tablet,Electronics,North,50893,3,2023-08-31 00:00:00
4564,Tablet,Electronics,West,28486,5,2023-08-28 00:00:00
4565,Keyboard,Electronics,East,76940,3,2023-01-14 00:00:00
4566,Monitor,Accessories,South,21518,1,2023-01-28 00:00:00
4567,Tablet,Accessories,North,28655,1,2023-02-16 00:00:00
4568,Mouse,Accessories,East,31594,3,2023-04-14 00:00:00
4569,Laptop,Electronics,South,21611,4,2023-11-04 00:00:00
4570,Headphones,Electronics,East,45020,4,2023-12-23 00:00:00
4571,Tablet,Accessories,West,21544,5,2023-01-06 00:00:00
4572,Tablet,Accessories,North,35864,2,2023-03-12 00:00:00
4573,Monitor,Electronics,West,63940,2,2023-05-13 00:00:00
4574,Keyboard,Electronics,South,49872,3,2023-01-03 00:00:00
4575,Laptop,Accessories,North,72487,5,2023-06-08 00:00:00
4576,Laptop,Accessories,South,4435,4,2023-05-25 00:00:00
4577,Phone,Accessories,West,38369,4,2023-03-30 00:00:00
4578,Phone,Accessories,South,2287,5,2023-01-11 00:00:00
4579,Printer,Electronics,East,6088,1,2023-05-16 00:00:00
4580,Headphones,Accessories,South,27478,5,2023-04-25 00:00:00
4581,Phone,Electronics,South,42276,5,2023-07-28 00:00:00
4582,Mouse,Accessories,West,13773,4,2023-11-30 00:00:00
4583,Keyboard,Accessories,South,75581,5,2023-03-01 00:00:00
4584,Printer,Accessories,South,22461,4,2023-10-16 00:00:00
4585,Phone,Accessories,West,61984,1,2023-10-10 00:00:00
4586,Mouse,Accessories,South,44803,1,2023-05-26 00:00:00
4587,Mouse,Electronics,East,40033,4,2023-09-17 00:00:00
4588,Phone,Accessories,South,13453,2,2023-12-03 00:00:00
4589,Monitor,Electronics,East,60799,5,2023-12-15 00:00:00
4590,Monitor,Electronics,West,54514,4,2023-04-23 00:00:00
4591,Phone,Accessories,North,71804,5,2023-06-02 00:00:00
4592,Monitor,Accessories,West,33705,1,2023-03-09 00:00:00
4593,Laptop,Electronics,East,10939,3,2023-07-25 00:00:00
4594,Keyboard,Accessories,North,17240,4,2023-09-10 00:00:00
4595,Laptop,Electronics,North,27192,1,2023-01-07 00:00:00
4596,Monitor,Accessories,East,72947,4,2023-01-08 00:00:00
4597,Printer,Accessories,East,70124,4,2023-02-16 00:00:00
4598,Laptop,Electronics,East,52907,1,2023-04-29 00:00:00
4599,Tablet,Accessories,South,70028,5,2023-11-21 00:00:00
4600,Phone,Accessories,West,15448,4,2023-10-21 00:00:00
4601,Printer,Accessories,North,24777,5,2023-10-03 00:00:00
4602,Tablet,Accessories,East,34630,4,2023-09-13 00:00:00
4603,Keyboard,Electronics,South,44188,3,2023-05-30 00:00:00
4604,Phone,Accessories,South,48990,2,2023-11-06 00:00:00
4605,Monitor,Accessories,West,41131,3,2023-06-13 00:00:00
4606,Monitor,Accessories,West,45909,2,2023-10-10 00:00:00
4607,Keyboard,Accessories,South,56850,2,2023-07-18 00:00:00
4608,Printer,Accessories,South,36388,1,2023-11-15 00:00:00
4609,Phone,Accessories,South,59326,1,2023-08-13 00:00:00
4610,Headphones,Accessories,South,52135,3,2023-05-09 00:00:00
4611,Monitor,Electronics,East,11130,2,2023-06-17 00:00:00
4612,Headphones,Electronics,West,33010,2,2023-05-20 00:00:00
4613,Phone,Accessories,West,4442,1,2023-08-15 00:00:00
4614,Keyboard,Accessories,East,60836,1,2023-09-26 00:00:00
4615,Monitor,Accessories,South,17857,4,2023-11-25 00:00:00
4616,Monitor,Electronics,East,25622,4,2023-04-23 00:00:00
4617,Tablet,Electronics,South,7935,4,2023-04-02 00:00:00
4618,Laptop,Accessories,North,6925,2,2023-12-13 00:00:00
4619,Phone,Electronics,South,11251,3,2023-06-29 00:00:00
4620,Printer,Electronics,North,58195,4,2023-07-15 00:00:00
4621,Phone,Accessories,East,17678,3,2023-11-18 00:00:00
4622,Keyboard,Accessories,North,24941,3,2023-05-01 00:00:00
4623,Headphones,Accessories,North,4996,2,2023-11-01 00:00:00
4624,Phone,Electronics,West,55683,3,2023-10-30 00:00:00
4625,Headphones,Electronics,North,48047,1,2023-04-26 00:00:00
4626,Laptop,Accessories,West,60206,3,2023-01-31 00:00:00
4627,Printer,Accessories,South,10296,1,2023-08-09 00:00:00
4628,Printer,Electronics,South,4187,1,2023-10-25 00:00:00
4629,Tablet,Accessories,North,27377,4,2023-09-22 00:00:00
4630,Keyboard,Electronics,West,44192,4,2023-06-10 00:00:00
4631,Headphones,Accessories,West,12304,4,2023-07-31 00:00:00
4632,Laptop,Accessories,East,73265,2,2023-01-29 00:00:00
4633,Laptop,Accessories,South,70433,1,2023-04-23 00:00:00
4634,Mouse,Electronics,East,48182,1,2023-12-07 00:00:00
4635,Laptop,Accessories,East,26005,3,2023-01-16 00:00:00
4636,Phone,Accessories,South,69361,2,2023-04-10 00:00:00
4637,Mouse,Accessories,East,50585,3,2023-10-11 00:00:00
4638,Phone,Accessories,West,16838,2,2023-10-18 00:00:00
4639,Laptop,Accessories,West,24323,5,2023-08-03 00:00:00
4640,Tablet,Electronics,West,32650,5,2023-11-27 00:00:00
4641,Laptop,Electronics,East,13402,5,2023-11-27 00:00:00
4642,Mouse,Electronics,West,53398,2,2023-05-13 00:00:00
4643,Mouse,Electronics,South,75824,2,2023-08-19 00:00:00
4644,Keyboard,Electronics,East,56204,2,2023-01-14 00:00:00
4645,Mouse,Accessories,East,78181,3,2023-01-31 00:00:00
4646,Printer,Accessories,South,41708,4,2023-11-19 00:00:00
4647,Monitor,Electronics,West,22543,4,2023-03-20 00:00:00
4648,Keyboard,Electronics,West,78266,4,2023-10-16 00:00:00
4649,Headphones,Electronics,South,5142,5,2023-03-10 00:00:00
4650,Mouse,Accessories,East,45281,3,2023-09-23 00:00:00
4651,Keyboard,Electronics,West,15487,4,2023-01-11 00:00:00
4652,Headphones,Accessories,North,40476,4,2023-10-17 00:00:00
4653,Monitor,Accessories,North,35644,1,2023-12-08 00:00:00
4654,Monitor,Electronics,East,32681,2,2023-03-31 00:00:00
4655,Printer,Accessories,West,31560,3,2023-03-01 00:00:00
4656,Headphones,Electronics,South,48877,5,2023-01-23 00:00:00
4657,Monitor,Electronics,South,26316,3,2023-09-12 00:00:00
4658,Mouse,Accessories,South,51271,3,2023-06-13 00:00:00
4659,Printer,Accessories,East,50178,1,2023-02-20 00:00:00
4660,Phone,Accessories,North,51423,3,2023-06-20 00:00:00
4661,Headphones,Accessories,South,64149,2,2023-01-14 00:00:00
4662,Headphones,Accessories,West,15428,5,2023-04-26 00:00:00
4663,Printer,Accessories,North,11565,4,2023-08-28 00:00:00
4664,Monitor,Electronics,East,48020,2,2023-02-14 00:00:00
4665,Keyboard,Electronics,West,54487,1,2023-08-16 00:00:00
4666,Headphones,Electronics,East,71328,4,2023-02-05 00:00:00
4667,Keyboard,Electronics,West,19185,3,2023-11-14 00:00:00
4668,Phone,Electronics,East,5318,4,2023-09-22 00:00:00
4669,Tablet,Accessories,North,36721,1,2023-05-24 00:00:00
4670,Keyboard,Accessories,North,29207,4,2023-06-19 00:00:00
4671,Monitor,Accessories,North,62922,4,2024-01-01 00:00:00
4672,Laptop,Electronics,South,20924,4,2024-01-01 00:00:00
4673,Printer,Electronics,North,4678,4,2023-12-01 00:00:00
4674,Headphones,Electronics,North,44888,2,2023-01-17 00:00:00
4675,Keyboard,Accessories,East,76287,5,2023-03-12 00:00:00
4676,Headphones,Accessories,East,9972,1,2023-08-25 00:00:00
4677,Headphones,Electronics,South,69020,1,2023-03-11 00:00:00
4678,Tablet,Electronics,West,49070,5,2023-03-18 00:00:00
4679,Monitor,Electronics,West,78832,5,2023-04-18 00:00:00
4680,Phone,Electronics,West,6351,3,2023-10-20 00:00:00
4681,Phone,Electronics,East,12005,2,2023-06-28 00:00:00
4682,Monitor,Accessories,South,73348,5,2023-11-02 00:00:00
4683,Phone,Electronics,West,11701,1,2023-06-17 00:00:00
4684,Headphones,Electronics,East,33238,2,2023-01-29 00:00:00
4685,Laptop,Accessories,West,20542,1,2023-07-09 00:00:00
4686,Keyboard,Accessories,North,41013,5,2023-03-19 00:00:00
4687,Laptop,Accessories,East,3980,2,2023-09-04 00:00:00
4688,Keyboard,Electronics,North,46356,5,2023-06-22 00:00:00
4689,Laptop,Accessories,West,48111,5,2023-07-28 00:00:00
4690,Headphones,Accessories,South,39873,4,2023-08-22 00:00:00
4691,Headphones,Electronics,South,9772,1,2023-01-29 00:00:00
4692,Printer,Accessories,West,32667,5,2023-10-19 00:00:00
4693,Printer,Accessories,East,34753,2,2023-11-25 00:00:00
4694,Printer,Electronics,South,50614,1,2023-10-21 00:00:00
4695,Printer,Electronics,East,68451,5,2023-04-07 00:00:00
4696,Printer,Electronics,North,10171,3,2023-07-21 00:00:00
4697,Phone,Electronics,North,21416,5,2023-05-17 00:00:00
4698,Printer,Electronics,North,26739,3,2023-12-11 00:00:00
4699,Phone,Electronics,East,23167,2,2023-01-26 00:00:00
4700,Printer,Accessories,North,59931,5,2023-11-26 00:00:00
4701,Phone,Accessories,South,23796,3,2023-11-27 00:00:00
4702,Mouse,Accessories,East,68303,4,2023-08-12 00:00:00
4703,Keyboard,Accessories,North,56606,2,2023-02-03 00:00:00
4704,Printer,Accessories,South,78937,4,2023-10-04 00:00:00
4705,Mouse,Electronics,West,2804,1,2023-01-03 00:00:00
4706,Phone,Electronics,West,19410,4,2023-08-18 00:00:00
4707,Keyboard,Electronics,West,51675,2,2023-07-10 00:00:00
4708,Mouse,Accessories,North,17542,1,2023-09-17 00:00:00
4709,Headphones,Electronics,South,60848,2,2023-09-16 00:00:00
4710,Phone,Accessories,North,55454,1,2023-11-21 00:00:00
4711,Printer,Accessories,West,70481,5,2023-07-05 00:00:00
4712,Phone,Accessories,South,9956,2,2023-12-07 00:00:00
4713,Phone,Electronics,South,75459,5,2023-07-17 00:00:00
4714,Laptop,Electronics,North,37644,2,2023-01-09 00:00:00
4715,Tablet,Accessories,North,49856,5,2023-10-07 00:00:00
4716,Tablet,Accessories,West,77357,5,2023-08-23 00:00:00
4717,Printer,Accessories,East,3918,2,2023-10-09 00:00:00
4718,Mouse,Electronics,East,7215,2,2023-02-10 00:00:00
4719,Printer,Electronics,West,67742,3,2023-01-27 00:00:00
4720,Laptop,Electronics,East,30469,2,2023-01-24 00:00:00
4721,Headphones,Accessories,South,39950,1,2023-12-03 00:00:00
4722,Phone,Accessories,South,51601,3,2023-05-19 00:00:00
4723,Laptop,Electronics,South,49985,1,2023-06-28 00:00:00
4724,Tablet,Electronics,West,58136,3,2023-03-31 00:00:00
4725,Monitor,Accessories,South,38383,5,2023-01-16 00:00:00
4726,Mouse,Accessories,West,69499,1,2023-07-18 00:00:00
4727,Phone,Electronics,East,4681,3,2023-08-01 00:00:00
4728,Headphones,Electronics,East,10118,5,2023-02-21 00:00:00
4729,Printer,Accessories,South,14208,5,2023-05-19 00:00:00
4730,Mouse,Electronics,East,10435,4,2023-03-16 00:00:00
4731,Mouse,Electronics,West,31248,3,2023-02-22 00:00:00
4732,Monitor,Electronics,North,53970,2,2023-10-03 00:00:00
4733,Keyboard,Electronics,South,58587,5,2023-12-25 00:00:00
4734,Laptop,Accessories,South,5437,5,2023-02-07 00:00:00
4735,Keyboard,Electronics,South,23050,2,2023-10-25 00:00:00
4736,Laptop,Accessories,North,76925,5,2023-11-15 00:00:00
4737,Laptop,Electronics,West,1924,5,2023-01-14 00:00:00
4738,Printer,Accessories,North,25923,3,2023-08-19 00:00:00
4739,Laptop,Accessories,South,74135,3,2023-11-08 00:00:00
4740,Laptop,Electronics,North,49991,3,2023-02-25 00:00:00
4741,Monitor,Accessories,West,24433,3,2023-10-20 00:00:00
4742,Mouse,Electronics,South,67065,1,2023-12-25 00:00:00
4743,Printer,Accessories,North,18334,5,2023-03-01 00:00:00
4744,Keyboard,Accessories,West,31021,1,2023-09-25 00:00:00
4745,Tablet,Accessories,West,42543,3,2023-11-01 00:00:00
4746,Keyboard,Accessories,South,47480,5,2023-06-23 00:00:00
4747,Laptop,Accessories,North,46270,2,2023-08-20 00:00:00
4748,Monitor,Accessories,North,33511,4,2023-04-29 00:00:00
4749,Headphones,Electronics,South,6518,3,2023-08-09 00:00:00
4750,Printer,Accessories,South,18709,3,2023-08-16 00:00:00
4751,Headphones,Accessories,South,9329,1,2023-06-19 00:00:00
4752,Laptop,Accessories,East,50788,3,2023-10-15 00:00:00
4753,Tablet,Accessories,North,53262,4,2023-02-08 00:00:00
4754,Mouse,Electronics,West,7189,5,2023-05-17 00:00:00
4755,Mouse,Electronics,East,51495,4,2023-11-03 00:00:00
4756,Monitor,Accessories,West,4985,1,2023-05-08 00:00:00
4757,Phone,Electronics,North,27457,4,2023-03-29 00:00:00
4758,Tablet,Accessories,North,5684,3,2023-07-15 00:00:00
4759,Keyboard,Electronics,West,43218,3,2023-05-11 00:00:00
4760,Keyboard,Accessories,North,69346,5,2023-10-14 00:00:00
4761,Mouse,Electronics,East,36862,1,2023-01-13 00:00:00
4762,Headphones,Electronics,West,67821,3,2023-07-08 00:00:00
4763,Phone,Accessories,West,50925,3,2023-02-03 00:00:00
4764,Monitor,Accessories,South,59845,1,2023-03-20 00:00:00
4765,Phone,Accessories,West,37400,3,2023-04-03 00:00:00
4766,Printer,Electronics,North,41034,1,2023-07-26 00:00:00
4767,Headphones,Accessories,North,72411,3,2023-05-08 00:00:00
4768,Keyboard,Electronics,East,24034,5,2023-09-08 00:00:00
4769,Laptop,Accessories,North,5823,4,2023-04-18 00:00:00
4770,Keyboard,Electronics,West,8182,5,2023-11-04 00:00:00
4771,Laptop,Accessories,North,30721,2,2023-04-25 00:00:00
4772,Keyboard,Accessories,West,72474,1,2023-11-08 00:00:00
4773,Printer,Electronics,West,8019,1,2023-09-13 00:00:00
4774,Keyboard,Accessories,East,60548,5,2023-01-12 00:00:00
4775,Tablet,Accessories,North,60837,3,2023-12-16 00:00:00
4776,Tablet,Electronics,South,67019,4,2023-11-11 00:00:00
4777,Tablet,Accessories,East,15139,4,2023-04-29 00:00:00
4778,Headphones,Electronics,East,7799,4,2023-08-18 00:00:00
4779,Phone,Accessories,North,53907,2,2023-12-20 00:00:00
4780,Keyboard,Accessories,West,64155,5,2023-11-13 00:00:00
4781,Headphones,Accessories,West,34668,2,2023-05-22 00:00:00
4782,Laptop,Accessories,East,35307,5,2023-07-10 00:00:00
4783,Mouse,Electronics,East,8340,2,2023-03-29 00:00:00
4784,Monitor,Electronics,West,66638,2,2023-09-13 00:00:00
4785,Monitor,Electronics,West,70639,2,2023-07-21 00:00:00
4786,Headphones,Electronics,East,53582,2,2023-12-16 00:00:00
4787,Printer,Accessories,West,62568,2,2023-03-15 00:00:00
4788,Printer,Electronics,East,30960,3,2023-11-30 00:00:00
4789,Laptop,Electronics,East,59628,2,2023-12-16 00:00:00
4790,Tablet,Electronics,East,40146,2,2023-10-13 00:00:00
4791,Keyboard,Accessories,North,57294,4,2023-03-01 00:00:00
4792,Printer,Electronics,West,7167,1,2023-06-27 00:00:00
4793,Mouse,Accessories,North,45303,5,2023-01-13 00:00:00
4794,Tablet,Electronics,South,65304,1,2023-04-06 00:00:00
4795,Headphones,Electronics,South,28372,5,2023-08-04 00:00:00
4796,Keyboard,Electronics,East,79907,3,2023-03-21 00:00:00
4797,Monitor,Electronics,East,4687,1,2023-11-18 00:00:00
4798,Mouse,Accessories,East,55488,4,2023-03-10 00:00:00
4799,Keyboard,Accessories,North,68440,4,2023-02-24 00:00:00
4800,Mouse,Electronics,West,44376,1,2023-10-23 00:00:00
4801,Keyboard,Electronics,East,9167,3,2023-09-28 00:00:00
4802,Tablet,Accessories,North,3701,4,2023-11-08 00:00:00
4803,Tablet,Accessories,South,73223,3,2023-02-09 00:00:00
4804,Monitor,Accessories,North,14461,2,2023-06-06 00:00:00
4805,Laptop,Accessories,South,37019,5,2023-02-23 00:00:00
4806,Mouse,Electronics,West,10844,3,2023-10-24 00:00:00
4807,Printer,Accessories,East,40136,1,2023-06-23 00:00:00
4808,Keyboard,Accessories,North,55077,2,2023-04-22 00:00:00
4809,Monitor,Accessories,North,2271,5,2023-09-16 00:00:00
4810,Laptop,Electronics,West,25868,5,2023-02-22 00:00:00
4811,Laptop,Electronics,East,14159,2,2023-12-13 00:00:00
4812,Laptop,Accessories,South,9864,4,2023-09-08 00:00:00
4813,Printer,Electronics,South,41064,3,2023-03-24 00:00:00
4814,Headphones,Accessories,West,53367,4,2023-07-15 00:00:00
4815,Headphones,Accessories,East,57906,4,2023-11-02 00:00:00
4816,Headphones,Electronics,North,45092,3,2023-11-25 00:00:00
4817,Keyboard,Electronics,South,79773,3,2023-07-15 00:00:00
4818,Keyboard,Electronics,West,8113,4,2023-09-18 00:00:00
4819,Keyboard,Electronics,East,33285,3,2023-09-18 00:00:00
4820,Keyboard,Accessories,East,48239,2,2023-11-10 00:00:00
4821,Laptop,Accessories,East,20124,3,2023-09-17 00:00:00
4822,Mouse,Electronics,North,18816,2,2023-08-12 00:00:00
4823,Monitor,Electronics,West,26834,1,2023-07-03 00:00:00
4824,Tablet,Accessories,South,33706,3,2023-05-30 00:00:00
4825,Phone,Accessories,South,12214,5,2023-08-09 00:00:00
